t,mean_regret,se_regret
1.0,0.3619899651466403,0.02508345630277281
2.0,0.8016162971947567,0.03086863499840921
3.0,1.2027813281611166,0.037588490185556704
4.0,1.563331653483919,0.05628577720998579
5.0,1.9127168228033946,0.06826882069001255
6.0,2.2928111738661165,0.08066591391301907
7.0,2.619134295817398,0.09453933322230999
8.0,2.952233015996063,0.10106054229068036
9.0,3.279959679416948,0.1057024700107363
10.0,3.6488130526913283,0.11353645563609137
11.0,4.0176202485445245,0.12067124349194906
12.0,4.366214848727106,0.1351285890850153
13.0,4.684932683332876,0.13860049606848351
14.0,4.980669550693959,0.1429451438824077
15.0,5.307597196090421,0.14857805785984662
16.0,5.596493558851817,0.15679319148653167
17.0,5.88414604039599,0.16496955319974332
18.0,6.145473146130928,0.1722594928337993
19.0,6.427392467387904,0.18014358735655936
20.0,6.647345140159907,0.1878817985568236
21.0,6.897304982556074,0.1956154302471506
22.0,7.15366733515996,0.20473097746090907
23.0,7.428066356214611,0.21695705507425836
24.0,7.709221506152695,0.22506120722033798
25.0,7.9741627488322955,0.23945616805191142
26.0,8.238500305491753,0.2489092611537533
27.0,8.522418502134236,0.2595148946958753
28.0,8.815387157073838,0.26668037593361654
29.0,9.027265278442266,0.26699447660861103
30.0,9.249912981461163,0.2748150277664671
31.0,9.529325242925255,0.2821778440009024
32.0,9.823853292414261,0.2874950794728861
33.0,10.105433231360392,0.2963792306234026
34.0,10.401466889820915,0.30198624445068456
35.0,10.701979184572123,0.3129044493746054
36.0,10.98489839942809,0.32590190105549227
37.0,11.28025041096785,0.34221005540949484
38.0,11.576394233445068,0.35774122238873296
39.0,11.88529925734959,0.36469951774111387
40.0,12.156736877051786,0.37765254255701053
41.0,12.465778353212775,0.3879871186204793
42.0,12.74723283790751,0.39911086063270296
43.0,13.023550728960842,0.41063543313124024
44.0,13.296164868226143,0.4273023396618919
45.0,13.53472505783082,0.43472650227048404
46.0,13.795047215538316,0.4394766549904299
47.0,14.067141484717416,0.4489513009557454
48.0,14.34178125535025,0.4592305690317075
49.0,14.606535007208777,0.47223828448948757
50.0,14.880728426945717,0.4834305876705739
51.0,15.163341141529513,0.4916887619519494
52.0,15.41591102747626,0.49896196532915943
53.0,15.653942788429374,0.5090377611692507
54.0,15.947017517567412,0.5112353514892899
55.0,16.237794516226188,0.5113228844990698
56.0,16.500350696517668,0.5117617685280207
57.0,16.7469684567704,0.5144490070721043
58.0,17.00042881786233,0.514733850493019
59.0,17.231186409446437,0.5194385889829286
60.0,17.49221005440217,0.5237626956470106
61.0,17.761127630361027,0.5287571689389603
62.0,18.028209139061577,0.5363793378618087
63.0,18.30782258417955,0.5396022147846191
64.0,18.58604425888127,0.5480673834921491
65.0,18.85749454595831,0.554439874958442
66.0,19.141194133868712,0.5641003290504689
67.0,19.42817487505458,0.5714275689100712
68.0,19.69180796845081,0.5783028158751128
69.0,19.940096501682877,0.5887568347540761
70.0,20.176005887077647,0.5988897512545235
71.0,20.37834709953467,0.6065258847835583
72.0,20.604136693486335,0.6115250434230626
73.0,20.829810284803525,0.6176297315672714
74.0,21.067748480488163,0.6305793587542818
75.0,21.277752064219875,0.6383243640125517
76.0,21.50934123822,0.6422742704733146
77.0,21.72975557090645,0.6490469789691794
78.0,21.9867500554026,0.6536917177229764
79.0,22.22431364279335,0.6583711076662501
80.0,22.446442736434275,0.6618191955582363
81.0,22.667785749527575,0.6657622978189118
82.0,22.917509512071568,0.6730512418814317
83.0,23.193576630693272,0.6808145595238564
84.0,23.44415023290683,0.6886016720909306
85.0,23.7114943137709,0.6958913510706534
86.0,23.979377115134945,0.7015270613192465
87.0,24.242706843788902,0.7101542485157467
88.0,24.515331159117324,0.7209336671276679
89.0,24.78396466777618,0.7312583520178905
90.0,25.05285914196293,0.7420097733044563
91.0,25.33675091837401,0.7571344340264776
92.0,25.614467042906412,0.7685209990674824
93.0,25.899471246246957,0.7814069774285014
94.0,26.16359203684268,0.7948321791539095
95.0,26.413595079202487,0.8041096435826497
96.0,26.672140705242676,0.8115307634839947
97.0,26.944260812311256,0.817919953810296
98.0,27.210036163483096,0.8290339210216271
99.0,27.45291215962153,0.8376475732151216
100.0,27.7099950291396,0.8457698266093042
101.0,27.946271616926804,0.8553582978833819
102.0,28.183858392628174,0.8692596092949795
103.0,28.42995342109719,0.8833525927678442
104.0,28.681297314818536,0.89444850325944
105.0,28.936499084689498,0.9062999299097492
106.0,29.195259304221338,0.916809255705332
107.0,29.451290940095046,0.9298839556758547
108.0,29.70489405222371,0.9412431915428393
109.0,29.927474795154364,0.9554520206124475
110.0,30.149022634638243,0.9694850508015274
111.0,30.366992330107095,0.9814582328406927
112.0,30.576606483353693,0.9955917805764131
113.0,30.797650624008394,1.0071123581205932
114.0,31.04300373122072,1.014721550225286
115.0,31.27275564359585,1.0222837883005405
116.0,31.469541487535018,1.0277640009649214
117.0,31.68050221186015,1.0280622833272546
118.0,31.86252939569439,1.0360441541267897
119.0,32.055790019556575,1.0450123710847925
120.0,32.25684255144346,1.0513930619839464
121.0,32.44757362096259,1.0556781689374475
122.0,32.67414341911324,1.052507621943281
123.0,32.90991272686229,1.0506393136781305
124.0,33.148625907061366,1.0462125871734125
125.0,33.40162806099907,1.0473062161887008
126.0,33.661994952742624,1.0495401890102805
127.0,33.9402892943042,1.0511828397530065
128.0,34.180849471943525,1.0540791935096554
129.0,34.431344248126585,1.0539927781903193
130.0,34.644514090140014,1.0552657323209662
131.0,34.861164059955335,1.0562505960742792
132.0,35.069769367073725,1.0555774866489538
133.0,35.30699734472797,1.055481789831274
134.0,35.520221577045724,1.0532553278970103
135.0,35.737472286760955,1.048911773731362
136.0,35.97706109224191,1.0482161184976047
137.0,36.23013797826772,1.0480804680553693
138.0,36.49316206905989,1.0539389294840367
139.0,36.75519367750222,1.059387850062378
140.0,37.004104598954434,1.0615901933709684
141.0,37.25250138310981,1.064790260548892
142.0,37.490013813291185,1.0625771195860931
143.0,37.716295433103355,1.0605163286024797
144.0,37.946018684007726,1.0609572588025116
145.0,38.158033719797444,1.0585181624765791
146.0,38.394634146192665,1.0576910286812673
147.0,38.60860773544554,1.0554966234812748
148.0,38.79362449572711,1.0569011881972699
149.0,38.999874005990804,1.0546780606160076
150.0,39.204671873212185,1.0547758995501741
151.0,39.42710253888193,1.057743277344057
152.0,39.62354097603851,1.0568323361514531
153.0,39.81342339279467,1.0568849966902814
154.0,40.01916186047578,1.0592733192919215
155.0,40.22123310201576,1.0587748255708798
156.0,40.43299172373993,1.0642810418632789
157.0,40.655571700893816,1.0674608574126603
158.0,40.866652109729664,1.0675241763483114
159.0,41.06749986223302,1.0662292710165115
160.0,41.264758020166354,1.0643732429466486
161.0,41.4793305720921,1.061387321205978
162.0,41.67602344540082,1.0636510917206579
163.0,41.862596222067374,1.0649582254689516
164.0,42.04823618315325,1.0693864314365438
165.0,42.262644744584335,1.072702122970006
